Epoch,Training Accuracy,Validation Accuracy,Training Loss,Validation Loss
91,100.0,92.11822660098522,0.0009563430284840142,0.3911112924009406
92,100.0,92.11822660098522,0.0009402906892942614,0.3909563056211696
93,100.0,92.11822660098522,0.0009157593197189128,0.39080444137810033
94,100.0,92.11822660098522,0.0009034033991037885,0.3914357486715102
95,100.0,92.11822660098522,0.0008789191073697279,0.39160948721509353
96,100.0,92.11822660098522,0.0008545788040927254,0.3929343347633988
97,100.0,92.11822660098522,0.0008412694958911314,0.3912805109236312
98,100.0,92.11822660098522,0.0008237905610148671,0.39289875585339307
99,100.0,92.11822660098522,0.0008066228503272389,0.39586397055388134
100,100.0,92.11822660098522,0.0007895914637512974,0.39530780018978084
